,FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
14408,2020,3,DEPT OF EDUCATION,Other Items,CHICK-FIL-A #02680,Fast Food Restaurants,9/12/2019,53.73
14409,2020,3,DEPT OF EDUCATION,Other Items,PPA PHL AIRPORT,Automobile Parking Lots And Garages,9/10/2019,4.0
14410,2020,3,DEPT OF EDUCATION,Other Items,FOOD LION #1385,Grocery Stores Supermarkets,9/26/2019,7.98
14411,2020,3,DEPT OF EDUCATION,Other Items,NCSSFL,Organizations Charitable And Social Services,9/10/2019,150.0
14412,2020,3,DEPT OF EDUCATION,Education Block Grants,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,9/12/2019,447.73
14413,2020,3,DEPT OF EDUCATION,Education Block Grants,BARNES And NOBLE 2366,Book Stores,9/25/2019,1407.01
14414,2020,3,DEPT OF EDUCATION,Education Block Grants,THRIFT BOOKS GLOBAL LLC,Book Stores,9/18/2019,19.47
14415,2020,3,DEPT OF EDUCATION,Education Block Grants,THRIFT BOOKS GLOBAL LLC,Book Stores,9/17/2019,-19.47
14416,2020,3,DEPT OF EDUCATION,Education Block Grants,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,8/30/2019,-10.19
14417,2020,3,DEPT OF EDUCATION,Education Block Grants,SAGE PUBLICATIONS,News Dealers And Newsstands,9/18/2019,54.95
14418,2020,3,DEPT OF EDUCATION,Education Block Grants,SAGE PUBLICATIONS,News Dealers And Newsstands,9/18/2019,2600.0
14419,2020,3,DEPT OF EDUCATION,Education Block Grants,REI*GREENWOODHEINEMANN,Book Stores,9/10/2019,1794.1
14420,2020,3,DEPT OF EDUCATION,Education Block Grants,REI*GREENWOODHEINEMANN,Book Stores,9/10/2019,161.47
14421,2020,3,DEPT OF EDUCATION,Education Block Grants,MSC,Industrial Supplies Not Elsewhere Classified,9/13/2019,11.88
14422,2020,3,DEPT OF EDUCATION,Education Block Grants,THRIFT BOOKS GLOBAL LLC,Book Stores,9/5/2019,194.7
14423,2020,3,DEPT OF EDUCATION,Education Block Grants,GUILFORD PUBLICATIONS IN,Books Periodicals And Newspapers,8/29/2019,3723.0
14424,2020,3,DEPT OF EDUCATION,Education Block Grants,BARNES And NOBLE 2366,Book Stores,9/9/2019,1299.2
14425,2020,3,DEPT OF EDUCATION,Education Block Grants,AMERICAN AIR0012374353370,Airline,8/26/2019,423.6
14426,2020,3,DEPT OF EDUCATION,Education Block Grants,UNITED 0162469782250,Airline,8/27/2019,592.0
14427,2020,3,DEPT OF EDUCATION,Education Block Grants,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,9/19/2019,190.92
14428,2020,3,DEPT OF EDUCATION,Education Block Grants,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,9/9/2019,283.88
14429,2020,3,DEPT OF EDUCATION,Education Block Grants,REI*GREENWOODHEINEMANN,Book Stores,9/10/2019,17.94
14430,2020,3,DEPT OF EDUCATION,Public School Transportation,PAYPAL *NATIONALASS,Organizations Membership-Not Elsewhere Classified,8/28/2019,250.0
14431,2020,3,DEPT OF EDUCATION,Public School Transportation,USPS PO 0917600901,Postal Services-Government Only,9/23/2019,11.54
14432,2020,3,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0017455751719,Airline,9/11/2019,423.6
14433,2020,3,DEPT OF EDUCATION,Special Needs Programs,PARENTSASTEACHERS,Organizations Charitable And Social Services,9/11/2019,1100.0
14434,2020,3,DEPT OF EDUCATION,Special Needs Programs,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,9/12/2019,40.01
14435,2020,3,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #13,Grocery Stores Supermarkets,9/5/2019,95.54
14436,2020,3,DEPT OF EDUCATION,Special Needs Programs,SAMS CLUB #6330,Wholesale Clubs,9/5/2019,290.76
14437,2020,3,DEPT OF EDUCATION,Special Needs Programs,MENUTRINFO LLC,Professional Services-Not Elsewhere Classified,9/26/2019,99.99
14438,2020,3,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,8/30/2019,24.61
14439,2020,3,DEPT OF EDUCATION,Special Needs Programs,SAMS CLUB #6330,Wholesale Clubs,9/23/2019,44.34
14440,2020,3,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,9/18/2019,78.83
14441,2020,3,DEPT OF EDUCATION,Special Needs Programs,DRA EDUCATIONAL FOUNDATIO,Schools Educational Svc-Not Elsewhere Classified,9/12/2019,401.0
14442,2020,3,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0017455749077,Airline,9/11/2019,670.6
14443,2020,3,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,9/24/2019,31.71
14444,2020,3,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,8/30/2019,145.0
14445,2020,3,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,9/10/2019,120.68
14446,2020,3,DEPT OF EDUCATION,Special Needs Programs,PARENTSASTEACHERS,Organizations Charitable And Social Services,9/13/2019,575.0
14447,2020,3,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,Cable Satellite Other Pay Television Radio Svcs,8/28/2019,117.24
14448,2020,4,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0017399830820,Airline,10/9/2019,333.3
14449,2020,4,DEPT OF EDUCATION,Educator Support,CREATIVE MOBIL10510014,Travel,10/24/2019,124.9
14450,2020,4,DEPT OF EDUCATION,Office of the Secretary,AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,10/18/2019,60.1
14451,2020,4,DEPT OF EDUCATION,Office of the Secretary,GO APE LUMS POND LLC,Recreation Services Not Elsewhere Classified,10/10/2019,731.77
14452,2020,4,DEPT OF EDUCATION,Office of the Secretary,IC *FREESHIPPING.COM,Direct Marketing-Continuity-Subscription Merchants,10/24/2019,-2.0
14453,2020,4,DEPT OF EDUCATION,Office of the Secretary,MCDONALD'S F26777,Fast Food Restaurants,10/4/2019,8.26
14454,2020,4,DEPT OF EDUCATION,Office of the Secretary,ROSEMARINO D ITALIA,Eating Places Restaurants,10/16/2019,32.25
14455,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14456,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14457,2020,4,DEPT OF EDUCATION,Office of the Secretary,HILTON INTERNATIONALS,Lodging,10/17/2019,275.88
14458,2020,4,DEPT OF EDUCATION,Office of the Secretary,GO APE LUMS POND LLC,Recreation Services Not Elsewhere Classified,10/14/2019,168.87
14459,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14460,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14461,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14462,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14463,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14464,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/4/2019,25.0
14465,2020,4,DEPT OF EDUCATION,Office of the Secretary,DELAWARE EXPRESS SHUTTLE,Travel,10/7/2019,3.0
14466,2020,4,DEPT OF EDUCATION,Office of the Secretary,MHR MARQUIS CHICAGO F And,Lodging,10/1/2019,28.02
14467,2020,4,DEPT OF EDUCATION,Office of the Secretary,MHR MARQUIS CHICAGO F And,Lodging,10/2/2019,12.31
14468,2020,4,DEPT OF EDUCATION,Office of the Secretary,MHR MARQUIS CHICAGO FD,Lodging,10/5/2019,1021.38
14469,2020,4,DEPT OF EDUCATION,Office of the Secretary,DELAWARE EXPRESS SHUTTLE,Travel,9/30/2019,47.0
14470,2020,4,DEPT OF EDUCATION,Office of the Secretary,DELAWARE EXPRESS SHUTTLE,Travel,10/2/2019,49.0
14471,2020,4,DEPT OF EDUCATION,Office of the Secretary,DELAWARE EXPRESS SHUTTLE,Travel,10/3/2019,5.0
14472,2020,4,DEPT OF EDUCATION,Office of the Secretary,STAPLES 00103010,Office School Supply And Stationery Stores,10/15/2019,7.8
14473,2020,4,DEPT OF EDUCATION,Office of the Secretary,IC *FREESHIPPING.COM,Direct Marketing-Continuity-Subscription Merchants,10/24/2019,-13.0
14474,2020,4,DEPT OF EDUCATION,Office of the Secretary,KENT-SUSSEX INDUSTRIES IN,Organizations Charitable And Social Services,10/2/2019,380.0
14475,2020,4,DEPT OF EDUCATION,Office of the Secretary,SOHO CAFE And MARKET,Fast Food Restaurants,10/17/2019,10.18
14476,2020,4,DEPT OF EDUCATION,Office of the Secretary,HILTON MCCLELLANS BAR,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,10/17/2019,36.4
14477,2020,4,DEPT OF EDUCATION,Office of the Secretary,AMERICAN AIR0017461916285,Airline,10/1/2019,211.3
14478,2020,4,DEPT OF EDUCATION,Office of the Secretary,UNITED 0167399781178,Airline,10/3/2019,557.6
14479,2020,4,DEPT OF EDUCATION,Office of the Secretary,E GROUP INC,Miscellaneous And Specialty Retail Stores,9/30/2019,348.0
14480,2020,4,DEPT OF EDUCATION,Office of the Secretary,K AND R GRAPHICS SIG,Miscellaneous And Specialty Retail Stores,10/8/2019,263.23
14481,2020,4,DEPT OF EDUCATION,Academic Support,MARRIOTT BISCAYNE BAY,Lodging,10/19/2019,381.94
14482,2020,4,DEPT OF EDUCATION,Academic Support,STILTSVILLE FISH BAR,Eating Places Restaurants,10/16/2019,35.97
14483,2020,4,DEPT OF EDUCATION,Academic Support,TAXI SVC MIAMI,Travel,10/18/2019,32.56
14484,2020,4,DEPT OF EDUCATION,Academic Support,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/11/2019,25.0
14485,2020,4,DEPT OF EDUCATION,Academic Support,ZTRIP KY,Transportation Services Not Elsewhere Classified,10/25/2019,23.55
14486,2020,4,DEPT OF EDUCATION,Academic Support,DOUBLETREE WASH SILVER,Lodging,10/3/2019,179.67
14487,2020,4,DEPT OF EDUCATION,Academic Support,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/11/2019,25.0
14488,2020,4,DEPT OF EDUCATION,Academic Support,560BYWOLFGANG 63194682,Eating Places Restaurants,10/4/2019,61.7
14489,2020,4,DEPT OF EDUCATION,Academic Support,CHICK-FIL-A #01849,Fast Food Restaurants,10/24/2019,55.13
14490,2020,4,DEPT OF EDUCATION,Academic Support,PIZZA DELIGHT BY GIACOMO,Fast Food Restaurants,10/17/2019,18.13
14491,2020,4,DEPT OF EDUCATION,Academic Support,ROBOTEVENTS.COM,Organizations Membership-Not Elsewhere Classified,10/17/2019,643.81
14492,2020,4,DEPT OF EDUCATION,Academic Support,SQ *JEHOVAH JIREH,Travel,10/15/2019,28.75
14493,2020,4,DEPT OF EDUCATION,Academic Support,HILTON COUNTER OFFER,Eating Places Restaurants,9/30/2019,31.0
14494,2020,4,DEPT OF EDUCATION,Academic Support,DOUBLETREE WASH SILVER,Lodging,10/3/2019,179.67
14495,2020,4,DEPT OF EDUCATION,Academic Support,LA MALINCHE,Eating Places Restaurants,10/2/2019,23.94
14496,2020,4,DEPT OF EDUCATION,Academic Support,EB WOMEN OF HOSPITALI,Theatrical ProducersExcl Motion Pix Ticket Agncy,10/2/2019,319.42
14497,2020,4,DEPT OF EDUCATION,Academic Support,HILTON COUNTER OFFER,Eating Places Restaurants,10/2/2019,7.5
14498,2020,4,DEPT OF EDUCATION,Academic Support,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/11/2019,25.0
14499,2020,4,DEPT OF EDUCATION,Academic Support,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/7/2019,25.0
14500,2020,4,DEPT OF EDUCATION,Academic Support,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/11/2019,25.0
14501,2020,4,DEPT OF EDUCATION,Academic Support,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/11/2019,25.0
14502,2020,4,DEPT OF EDUCATION,Academic Support,ZTRIP KY,Transportation Services Not Elsewhere Classified,10/27/2019,23.55
14503,2020,4,DEPT OF EDUCATION,Academic Support,SPRINGHILL SUITES-GAIT,Lodging,10/4/2019,548.55
14504,2020,4,DEPT OF EDUCATION,Academic Support,DOUBLETREE WASH SILVER,Lodging,10/3/2019,179.67
14505,2020,4,DEPT OF EDUCATION,Academic Support,HILTON HOTELS,Lodging,10/3/2019,517.76
14506,2020,4,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0010274410915,Airline,10/15/2019,30.0
14507,2020,4,DEPT OF EDUCATION,Academic Support,WALLYPARK,Automobile Parking Lots And Garages,10/18/2019,70.66
14508,2020,4,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0017464163465,Airline,10/8/2019,496.8
14509,2020,4,DEPT OF EDUCATION,Academic Support,DOUBLETREE WASH SILVER,Lodging,10/3/2019,25.0
14510,2020,4,DEPT OF EDUCATION,Academic Support,FIRKIN And FLYER,Eating Places Restaurants,10/22/2019,13.16
14511,2020,4,DEPT OF EDUCATION,Academic Support,SOUTHWES 5262125569060,Airline,9/30/2019,226.96
14512,2020,4,DEPT OF EDUCATION,Academic Support,LA MALINCHE,Eating Places Restaurants,10/2/2019,28.31
14513,2020,4,DEPT OF EDUCATION,Academic Support,HILTON INTERNATIONALS,Lodging,10/17/2019,275.88
14514,2020,4,DEPT OF EDUCATION,Academic Support,HILTON HOTELS ANATOLE,Lodging,10/4/2019,1009.68
14515,2020,4,DEPT OF EDUCATION,Academic Support,HILTON MCCLELLANS BAR,Bar Lounge Disco Nightclub Tavern-Alcoholic Drinks,10/17/2019,36.4
14516,2020,4,DEPT OF EDUCATION,Academic Support,UNITED 0162475085965,Airline,9/30/2019,500.0
14517,2020,4,DEPT OF EDUCATION,Academic Support,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,10/16/2019,40.01
14518,2020,4,DEPT OF EDUCATION,Academic Support,HILTON HOTELS,Lodging,10/3/2019,72.0
14519,2020,4,DEPT OF EDUCATION,Academic Support,ACTE,Organizations Charitable And Social Services,9/30/2019,385.0
14520,2020,4,DEPT OF EDUCATION,Academic Support,FIREBIRDS-GAITHERSBURG O,Eating Places Restaurants,10/1/2019,28.87
14521,2020,4,DEPT OF EDUCATION,Academic Support,STARBUCKS STORE 07821,Fast Food Restaurants,10/3/2019,5.15
14522,2020,4,DEPT OF EDUCATION,Academic Support,WESTAT 60040698,Fast Food Restaurants,10/1/2019,8.13
14523,2020,4,DEPT OF EDUCATION,Academic Support,WESTAT 60040698,Fast Food Restaurants,10/2/2019,10.98
14524,2020,4,DEPT OF EDUCATION,Academic Support,LOVE SUSHI,Eating Places Restaurants,10/4/2019,30.68
14525,2020,4,DEPT OF EDUCATION,Academic Support,RED LOBSTER 0200,Eating Places Restaurants,9/30/2019,37.08
14526,2020,4,DEPT OF EDUCATION,Academic Support,COOPERS HAWK ROCKVILLE L,Eating Places Restaurants,10/2/2019,61.93
14527,2020,4,DEPT OF EDUCATION,Academic Support,TST* LE CHICK MIAMI,Eating Places Restaurants,10/16/2019,36.38
14528,2020,4,DEPT OF EDUCATION,Academic Support,TST*THE DAILY - EDGEWATER,Eating Places Restaurants,10/17/2019,10.23
14529,2020,4,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0012382271361,Airline,10/7/2019,464.5
14530,2020,4,DEPT OF EDUCATION,Academic Support,SOHO CAFE And MARKET,Fast Food Restaurants,10/17/2019,10.95
14531,2020,4,DEPT OF EDUCATION,Academic Support,WESTIN SEATTLE DINING,Eating Places Restaurants,10/23/2019,16.24
14532,2020,4,DEPT OF EDUCATION,Academic Support,SQ *HADIFAWZI TAXI,Travel,9/30/2019,51.7
14533,2020,4,DEPT OF EDUCATION,Academic Support,HILTON COUNTER OFFER,Eating Places Restaurants,10/3/2019,16.5
14534,2020,4,DEPT OF EDUCATION,Academic Support,LAX AIRP HOMEBOY CAFE,Fast Food Restaurants,9/30/2019,18.48
14535,2020,4,DEPT OF EDUCATION,Academic Support,HILTON MEDIA GRILL BAR,Eating Places Restaurants,10/1/2019,30.31
14536,2020,4,DEPT OF EDUCATION,Academic Support,HILTON MEDIA GRILL BAR,Eating Places Restaurants,10/1/2019,29.58
14537,2020,4,DEPT OF EDUCATION,Academic Support,HILTON COUNTER OFFER,Eating Places Restaurants,10/2/2019,16.5
14538,2020,4,DEPT OF EDUCATION,Academic Support,HILTON COUNTER OFFER,Eating Places Restaurants,10/2/2019,38.11
14539,2020,4,DEPT OF EDUCATION,Academic Support,ROSEMARINO D ITALIA,Eating Places Restaurants,10/16/2019,31.44
14540,2020,4,DEPT OF EDUCATION,Academic Support,HILTON INTERNATIONALS,Lodging,10/17/2019,52.0
14541,2020,4,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0011501530965,Airline,10/21/2019,30.0
14542,2020,4,DEPT OF EDUCATION,Academic Support,ACTE,Organizations Charitable And Social Services,10/7/2019,92.29
14543,2020,4,DEPT OF EDUCATION,Academic Support,TAXI SVC ARLINGTON,Travel,9/26/2019,13.08
14544,2020,4,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0011501635557,Airline,10/26/2019,30.0
14545,2020,4,DEPT OF EDUCATION,Academic Support,NASDSE.ORG,Organizations Membership-Not Elsewhere Classified,10/2/2019,535.0
14546,2020,4,DEPT OF EDUCATION,Academic Support,MARRIOTT BISCAYNE BAY,Lodging,10/17/2019,213.57
14547,2020,4,DEPT OF EDUCATION,Academic Support,MARRIOTT 337A3 BISCAYN,Lodging,10/17/2019,19.35
14548,2020,4,DEPT OF EDUCATION,Student Support,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,10/9/2019,63.35
14549,2020,4,DEPT OF EDUCATION,Student Support,LONGSTRETH SPORTING GO,Sporting Goods Stores,10/1/2019,17.95
14550,2020,4,DEPT OF EDUCATION,Student Support,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,10/18/2019,300.0
14551,2020,4,DEPT OF EDUCATION,Student Support,HILTON INTERNATIONALS,Lodging,10/16/2019,765.57
14552,2020,4,DEPT OF EDUCATION,Student Support,STAPLS0178431212000002,Stationery-Office Supplies-Printing Writing Pap,10/12/2019,71.04
14553,2020,4,DEPT OF EDUCATION,Student Support,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,10/18/2019,300.0
14554,2020,4,DEPT OF EDUCATION,Student Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10/4/2019,61.16
14555,2020,4,DEPT OF EDUCATION,Student Support,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,10/18/2019,300.0
14556,2020,4,DEPT OF EDUCATION,Student Support,USPS PO 0917600901,Postal Services-Government Only,10/17/2019,60.55
14557,2020,4,DEPT OF EDUCATION,Student Support,HILTON INTERNATIONALS,Lodging,10/16/2019,765.57
14558,2020,4,DEPT OF EDUCATION,Student Support,LIGHT ACTION INC,Contractors Special Trade-Not Elsewhere Classified,10/18/2019,5277.55
14559,2020,4,DEPT OF EDUCATION,Student Support,UPS*1Z21X956A295265388,Courier Svc-Air Ground Freight Forwarders,9/28/2019,11.42
14560,2020,4,DEPT OF EDUCATION,Student Support,STAPLS0178431212000001,Stationery-Office Supplies-Printing Writing Pap,10/12/2019,77.12
14561,2020,4,DEPT OF EDUCATION,Student Support,LONGSTRETH SPORTING GO,Sporting Goods Stores,10/1/2019,287.04
14562,2020,4,DEPT OF EDUCATION,Student Support,AMZN MKTP US*E292S2BJ3,Book Stores,10/9/2019,99.99
14563,2020,4,DEPT OF EDUCATION,Student Support,STAPLS0178128045000001,Stationery-Office Supplies-Printing Writing Pap,10/1/2019,77.68
14564,2020,4,DEPT OF EDUCATION,Student Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,9/27/2019,603.0
14565,2020,4,DEPT OF EDUCATION,Student Support,ESSENTIAL EDUCATION,Schools Educational Svc-Not Elsewhere Classified,10/1/2019,987.5
14566,2020,4,DEPT OF EDUCATION,Student Support,ESSENTIAL EDUCATION,Schools Educational Svc-Not Elsewhere Classified,10/1/2019,44.16
14567,2020,4,DEPT OF EDUCATION,Student Support,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,10/21/2019,300.0
14568,2020,4,DEPT OF EDUCATION,Student Support,UM OUTREACH And CONT ED,Colleges Univ Pro Schools Junior Colleges,10/18/2019,300.0
14569,2020,4,DEPT OF EDUCATION,Student Support,DELAWARE EXPRESS SHUTTLE,Travel,10/19/2019,114.0
14570,2020,4,DEPT OF EDUCATION,Student Support,CHICK-FIL-A - 86,Fast Food Restaurants,10/24/2019,8.52
14571,2020,4,DEPT OF EDUCATION,Student Support,AWL*PEARSON EDUCATION,Books Periodicals And Newspapers,10/9/2019,844.7
14572,2020,4,DEPT OF EDUCATION,Student Support,NEW ORLEANS AIRPORT,Fast Food Restaurants,10/24/2019,19.3
14573,2020,4,DEPT OF EDUCATION,Student Support,AMERICAN AIR0010275121812,Airline,10/24/2019,30.0
14574,2020,4,DEPT OF EDUCATION,Student Support,HILTON DRAGOS,Eating Places Restaurants,10/23/2019,36.37
14575,2020,4,DEPT OF EDUCATION,Student Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10/21/2019,42.98
14576,2020,4,DEPT OF EDUCATION,Student Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10/7/2019,4.12
14577,2020,4,DEPT OF EDUCATION,Student Support,ASI,Transportation Services Not Elsewhere Classified,10/21/2019,44.0
14578,2020,4,DEPT OF EDUCATION,Educator Support,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,10/2/2019,263.66
14579,2020,4,DEPT OF EDUCATION,Educator Support,HILTON HOTELS,Lodging,10/9/2019,199.38
14580,2020,4,DEPT OF EDUCATION,Educator Support,POTBELLY #601,Eating Places Restaurants,10/24/2019,10.05
14581,2020,4,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0012383868408,Airline,10/16/2019,471.6
14582,2020,4,DEPT OF EDUCATION,Educator Support,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,10/2/2019,263.66
14583,2020,4,DEPT OF EDUCATION,Educator Support,RESIDENCE INN WESTFORD,Lodging,10/25/2019,179.84
